"","site","date","MeanT_Ambient","MeanT_Tire","MinT_Ambient","MinT_Tire","MeanD","MinD","snow_depth","snow_FAC","snow_FAC10","Location"
"1902",6,2019-01-07,7.375,6.875,4.5,3.5,-0.5,-1,0,"none","none","SCCMAD"
"1903",6,2019-01-08,4.75,6.25,0.5,2.5,1.5,2,0,"none","none","SCCMAD"
"1904",6,2019-01-09,-5.75,-4.9375,-8.5,-8,0.8125,0.5,0,"none","none","SCCMAD"
"1905",6,2019-01-10,-7.1875,-6.625,-10.5,-10,0.5625,0.5,0,"none","none","SCCMAD"
"1906",6,2019-01-11,-1.8125,-3.125,-5.5,-9.5,-1.3125,-4,0,"none","none","SCCMAD"
"1907",6,2019-01-12,-1.625,-1.75,-2.5,-2.5,-0.125,0,0,"none","none","SCCMAD"
"1908",6,2019-01-13,-0.75,-1.625,-6,-6,-0.875,0,51,"lesser",">100","SCCMAD"
"1909",6,2019-01-14,-5.5625,-5.875,-14,-12.5,-0.3125,1.5,49,"lesser",">100","SCCMAD"
"1910",6,2019-01-15,-2.875,-3.375,-4.5,-5,-0.5,-0.5,65,"lesser",">100","SCCMAD"
"1911",6,2019-01-16,0.9375,0.625,-2.5,-1.5,-0.3125,1,61,"lesser",">100","SCCMAD"
"1912",6,2019-01-17,0.1875,-0.3125,-3,-2.5,-0.5,0.5,57,"lesser",">100","SCCMAD"
"1913",6,2019-01-18,-0.375,-0.5,-2,-1.5,-0.125,0.5,59,"lesser",">100","SCCMAD"
"1914",6,2019-01-19,-3.25,-3,-5,-4.5,0.25,0.5,54,"lesser",">100","SCCMAD"
"1915",6,2019-01-20,-8.3125,-8.1875,-13.5,-13,0.125,0.5,87,"lesser",">100","SCCMAD"
"1916",6,2019-01-21,-9.75,-9.0625,-13.5,-13.5,0.6875,0,100,"lesser",">100","SCCMAD"
"1917",6,2019-01-22,-4.4375,-5.875,-11,-11.5,-1.4375,-0.5,126,"lesser",">200","SCCMAD"
"1918",6,2019-01-23,-0.8125,-0.125,-6,-5,0.6875,1,126,"lesser",">200","SCCMAD"
"1919",6,2019-01-24,-8.6875,-7.375,-14,-12,1.3125,2,97,"lesser",">100","SCCMAD"
"1920",6,2019-01-25,-14.875,-13.6875,-20,-19.5,1.1875,0.5,97,"lesser",">100","SCCMAD"
"1921",6,2019-01-26,-12.875,-11.3125,-23,-20.5,1.5625,2.5,79,"lesser",">100","SCCMAD"
"1922",6,2019-01-27,-12.25,-10.75,-20.5,-19,1.5,1.5,91,"lesser",">100","SCCMAD"
"1923",6,2019-01-28,-5.875,-5.8125,-11.5,-12,0.0625,-0.5,90,"lesser",">100","SCCMAD"
"1924",6,2019-01-29,-14.1875,-13.3125,-21,-19,0.875,2,218,"greater",">300","SCCMAD"
"1925",6,2019-01-30,-24.375,-24.1875,-29.5,-29.5,0.1875,0,212,"greater",">300","SCCMAD"
"1926",6,2019-01-31,-21.6875,-21.0625,-30,-31,0.625,-1,174,"lesser",">200","SCCMAD"
"1927",6,2019-02-01,-8.1875,-9.8125,-16.5,-17,-1.625,-0.5,183,"lesser",">200","SCCMAD"
"1928",6,2019-02-02,-0.875,-1.9375,-11,-11.5,-1.0625,-0.5,179,"lesser",">200","SCCMAD"
"1929",6,2019-02-03,6.125,4.6875,3,1.5,-1.4375,-1.5,138,"lesser",">200","SCCMAD"
"1930",6,2019-02-04,6.6875,7.0625,0.5,2.5,0.375,2,0,"none","none","SCCMAD"
"1931",6,2019-02-05,0.25,0.625,-2.5,-2,0.375,0.5,0,"none","none","SCCMAD"
"1932",6,2019-02-06,1.75,1.9375,0.5,0,0.1875,-0.5,24,"lesser",">100","SCCMAD"
"1933",6,2019-02-07,0.9375,1.6875,-8.5,-4.5,0.75,4,13,"lesser",">100","SCCMAD"
"1934",6,2019-02-08,-11.125,-10.4375,-14,-14,0.6875,0,0,"none","none","SCCMAD"
"1935",6,2019-02-09,-8,-6.125,-16,-16,1.875,0,0,"none","none","SCCMAD"
"1936",6,2019-02-10,-2.875,-3.6875,-6,-8,-0.8125,-2,0,"none","none","SCCMAD"
"1937",6,2019-02-11,-0.375,-0.9375,-2.5,-2.5,-0.5625,0,21,"lesser",">100","SCCMAD"
"1938",6,2019-02-12,-0.8125,-0.375,-4.5,-3,0.4375,1.5,24,"lesser",">100","SCCMAD"
"1939",6,2019-02-13,-5.3125,-5.0625,-10.5,-11,0.25,-0.5,26,"lesser",">100","SCCMAD"
"1940",6,2019-02-14,3.3125,2.75,-2.5,-3,-0.5625,-0.5,26,"lesser",">100","SCCMAD"
"1941",6,2019-02-15,-5.6875,-3.0625,-10.5,-10.5,2.625,0,0,"none","none","SCCMAD"
"1942",6,2019-02-16,-3.75,-4,-7.5,-9,-0.25,-1.5,0,"none","none","SCCMAD"
"1943",6,2019-02-17,-2.625,-3.125,-4.5,-4.5,-0.5,0,0,"none","none","SCCMAD"
"1944",6,2019-02-18,-2.125,-2.1875,-5,-5,-0.0625,0,14,"lesser",">100","SCCMAD"
"1945",6,2019-02-19,-1.4375,-2.5625,-13.5,-13,-1.125,0.5,39,"lesser",">100","SCCMAD"
"1946",6,2019-02-20,0.3125,-0.1875,-2,-2,-0.5,0,31,"lesser",">100","SCCMAD"
"1947",6,2019-02-21,-0.125,1.4375,-3,-3.5,1.5625,-0.5,26,"lesser",">100","SCCMAD"
"1948",6,2019-02-22,0.625,2.375,-7,-7,1.75,0,0,"none","none","SCCMAD"
"1949",6,2019-02-23,2.75,1.75,0.5,-0.5,-1,-1,0,"none","none","SCCMAD"
"1950",6,2019-02-24,-0.25,1.125,-8.5,-6,1.375,2.5,0,"none","none","SCCMAD"
"1951",6,2019-02-25,-6.5,-5.0625,-14,-13,1.4375,1,0,"none","none","SCCMAD"
"1952",6,2019-02-26,-3.375,-3.6875,-6.5,-6,-0.3125,0.5,0,"none","none","SCCMAD"
"1953",6,2019-02-27,-1.125,-2.375,-7,-4.5,-1.25,2.5,0,"none","none","SCCMAD"
"1954",6,2019-02-28,-4.125,-4.25,-11.5,-11,-0.125,0.5,0,"none","none","SCCMAD"
"1955",6,2019-03-01,-0.0625,-0.1875,-7,-6.5,-0.125,0.5,0,"none","none","SCCMAD"
"1956",6,2019-03-02,0.125,0.0625,-2.5,-2.5,-0.0625,0,0,"none","none","SCCMAD"
"1957",6,2019-03-03,-3.375,-3.125,-13,-9,0.25,4,0,"none","none","SCCMAD"
"1958",6,2019-03-04,-11.6875,-11.5,-19.5,-18,0.1875,1.5,3,"lesser",">100","SCCMAD"
"1959",6,2019-03-05,-8,-8.5,-14,-14,-0.5,0,0,"none","none","SCCMAD"
"1960",6,2019-03-06,-5.125,-5.1875,-15.5,-13.5,-0.0625,2,0,"none","none","SCCMAD"
"1961",6,2019-03-07,-4.3125,-3.5625,-11.5,-9.5,0.75,2,0,"none","none","SCCMAD"
"1962",6,2019-03-08,0.625,-0.25,-6.5,-9.5,-0.875,-3,0,"none","none","SCCMAD"
"1963",6,2019-03-09,1.625,0.3125,-6,-5.5,-1.3125,0.5,0,"none","none","SCCMAD"
"1964",6,2019-03-10,3.28571428571429,3.4375,1,0,0.151785714285714,-1,0,"none","none","SCCMAD"
"1965",6,2019-03-11,2.4375,3.6875,-3.5,-3,1.25,0.5,0,"none","none","SCCMAD"
"1966",6,2019-03-12,1.25,2.625,-7.5,-6.5,1.375,1,0,"none","none","SCCMAD"
"1967",6,2019-03-13,7.9375,8,3.5,3.5,0.0625,0,0,"none","none","SCCMAD"
"1968",6,2019-03-14,12.5,11.5625,7,7,-0.9375,0,0,"none","none","SCCMAD"
"1969",6,2019-03-15,2.4375,2.375,1,0.5,-0.0625,-0.5,0,"none","none","SCCMAD"
"1970",6,2019-03-16,3.6875,4.1875,-5,-2.5,0.5,2.5,0,"none","none","SCCMAD"
"1971",6,2019-03-17,3.1875,3.0625,-7.5,-5.5,-0.125,2,0,"none","none","SCCMAD"
"1972",6,2019-03-18,2.0625,3.5625,-5,-4.5,1.5,0.5,0,"none","none","SCCMAD"
"1973",6,2019-03-19,3.5,5.375,-6,-5,1.875,1,0,"none","none","SCCMAD"
"1974",6,2019-03-20,3.9375,4.25,-1.5,2,0.3125,3.5,0,"none","none","SCCMAD"
"1975",6,2019-03-21,4,4.0625,1.5,1,0.0625,-0.5,0,"none","none","SCCMAD"
"1976",6,2019-03-22,5.9375,7,1,0,1.0625,-1,0,"none","none","SCCMAD"
"1977",6,2019-03-23,6.0625,6.75,-2.5,-6,0.6875,-3.5,0,"none","none","SCCMAD"
"1978",6,2019-03-24,7,6.5,4.5,0.5,-0.5,-4,0,"none","none","SCCMAD"
"1979",6,2019-03-25,6.125,7,1,0,0.875,-1,0,"none","none","SCCMAD"
"1980",6,2019-03-26,6.5,7.6875,-2,-5.5,1.1875,-3.5,0,"none","none","SCCMAD"
"1981",6,2019-03-27,5.0625,6.375,-7.5,-4.5,1.3125,3,0,"none","none","SCCMAD"
"1982",6,2019-03-28,13,12.0625,6.5,7,-0.9375,0.5,0,"none","none","SCCMAD"
"1983",6,2019-03-29,13.0625,11.9375,4.5,5.5,-1.125,1,0,"none","none","SCCMAD"
"1984",6,2019-03-30,4.5,4.75,1,1,0.25,0,0,"none","none","SCCMAD"
"1985",6,2019-03-31,3.8125,3.5625,-6.5,-4,-0.25,2.5,0,"none","none","SCCMAD"
"1986",6,2019-04-01,4.4375,3.9375,-5,-5,-0.5,0,0,"none","none","SCCMAD"
"1987",6,2019-04-02,8.8125,7.9375,1.5,2.5,-0.875,1,0,"none","none","SCCMAD"
"1988",6,2019-04-03,8.3125,11.75,-0.5,2.5,3.4375,3,0,"none","none","SCCMAD"
"1989",6,2019-04-04,7.6875,7.375,6,5.5,-0.3125,-0.5,0,"none","none","SCCMAD"
"1990",6,2019-04-05,9.3125,9.5,4,4,0.1875,0,0,"none","none","SCCMAD"
"1991",6,2019-04-06,15.75,14.5,3,3.5,-1.25,0.5,0,"none","none","SCCMAD"
"1992",6,2019-04-07,16.1875,15.625,7,8,-0.5625,1,0,"none","none","SCCMAD"
"1993",6,2019-04-08,19.3125,20.75,11.5,11,1.4375,-0.5,0,"none","none","SCCMAD"
"1994",6,2019-04-09,17.6875,17.75,8.5,5,0.0625,-3.5,0,"none","none","SCCMAD"
"1995",6,2019-04-10,5.75,5.25,2.5,2,-0.5,-0.5,0,"none","none","SCCMAD"
"1996",6,2019-04-11,11.5625,12.4375,4.5,4,0.875,-0.5,0,"none","none","SCCMAD"
"1997",6,2019-04-12,13,12,4.5,5.5,-1,1,0,"none","none","SCCMAD"
"1998",6,2019-04-13,8.9375,8.875,2.5,0,-0.0625,-2.5,0,"none","none","SCCMAD"
"1999",6,2019-04-14,3.75,2.125,1.5,0,-1.625,-1.5,0,"none","none","SCCMAD"
"2000",6,2019-04-15,10.0625,9.9375,1.5,-0.5,-0.125,-2,127,"lesser",">200","SCCMAD"
"2001",6,2019-04-16,21,21,20,20,0,0,0,"none","none","SCCMAD"
"2002",6,2019-04-17,19.75,19.75,19.5,19.5,0,0,0,"none","none","SCCMAD"
"2003",6,2019-04-18,20,19.875,19.5,19.5,-0.125,0,0,"none","none","SCCMAD"
"2004",6,2019-04-19,20.4375,20.125,20,19.5,-0.3125,-0.5,0,"none","none","SCCMAD"
"2005",6,2019-04-20,19.9375,19.5625,19.5,19,-0.375,-0.5,0,"none","none","SCCMAD"
"2006",6,2019-04-21,19.125,19.0625,19,19,-0.0625,0,0,"none","none","SCCMAD"
"2007",6,2019-04-22,19.4375,19.25,19,19,-0.1875,0,0,"none","none","SCCMAD"
"2008",6,2019-04-23,19.6875,19.4375,19,19,-0.25,0,0,"none","none","SCCMAD"
"2009",6,2019-04-24,20.875,20.75,19,19,-0.125,0,0,"none","none","SCCMAD"
"2010",6,2019-04-25,22.9375,22.4375,22.5,21.5,-0.5,-1,0,"none","none","SCCMAD"
"2011",6,2019-04-26,23.5,23.8125,22,22,0.3125,0,0,"none","none","SCCMAD"
"2012",6,2019-04-27,23.75,24.0625,23.5,23.5,0.3125,0,0,"none","none","SCCMAD"
"2013",6,2019-04-28,23.1875,23.625,23,23.5,0.4375,0.5,6,"lesser",">100","SCCMAD"
"2014",6,2019-04-29,22.5625,22.875,21,20.5,0.3125,-0.5,0,"none","none","SCCMAD"
"2015",6,2019-04-30,22.8333333333333,22.4166666666667,22,21.5,-0.416666666666664,-0.5,0,"none","none","SCCMAD"
"2016",7,2018-11-14,2.125,11.875,-6.5,1,9.75,7.5,6,"lesser",">100","Kankakee"
"2017",7,2018-11-15,0.5,1.1875,-1.5,-0.5,0.6875,1,6,"lesser",">100","Kankakee"
"2018",7,2018-11-16,1.875,2.0625,-4,-3,0.1875,1,74,"lesser",">100","Kankakee"
"2019",7,2018-11-17,3.0625,3.5,2,2.5,0.4375,0.5,5,"lesser",">100","Kankakee"
"2020",7,2018-11-18,2.3125,2.75,0.5,1,0.4375,0.5,10,"lesser",">100","Kankakee"
"2021",7,2018-11-19,0.3125,1.6875,-1.5,0,1.375,1.5,16,"lesser",">100","Kankakee"
"2022",7,2018-11-20,1.6875,1.375,-1,0,-0.3125,1,3,"lesser",">100","Kankakee"
"2023",7,2018-11-21,1.0625,1.6875,-2,-0.5,0.625,1.5,3,"lesser",">100","Kankakee"
"2024",7,2018-11-22,3.4375,3.4375,-1,0,0,1,4,"lesser",">100","Kankakee"
"2025",7,2018-11-23,5.125,5.25,1.5,1.5,0.125,0,0,"none","none","Kankakee"
"2026",7,2018-11-24,8,7,5,5,-1,0,0,"none","none","Kankakee"
"2027",7,2018-11-25,5.1875,5.375,3.5,4,0.1875,0.5,0,"none","none","Kankakee"
"2028",7,2018-11-26,0,0.0625,-2.5,-2,0.0625,0.5,0,"none","none","Kankakee"
"2029",7,2018-11-27,-4.4375,-3.625,-7.5,-6,0.8125,1.5,18,"lesser",">100","Kankakee"
"2030",7,2018-11-28,-2.875,-2.0625,-7.5,-6,0.8125,1.5,17,"lesser",">100","Kankakee"
"2031",7,2018-11-29,3.0625,3.3125,-1,-0.5,0.25,0.5,0,"none","none","Kankakee"
"2032",7,2018-11-30,4.8125,4.4375,0,2,-0.375,2,0,"none","none","Kankakee"
"2033",7,2018-12-01,4.9375,5.1875,2.5,3,0.25,0.5,0,"none","none","Kankakee"
"2034",7,2018-12-02,6.875,6.125,3.5,3.5,-0.75,0,0,"none","none","Kankakee"
"2035",7,2018-12-03,2.6875,2.6875,1,1,0,0,0,"none","none","Kankakee"
"2036",7,2018-12-04,0.3125,1,-0.5,0.5,0.6875,1,4,"lesser",">100","Kankakee"
"2037",7,2018-12-05,-1.25,-0.875,-2.5,-2,0.375,0.5,7,"lesser",">100","Kankakee"
"2038",7,2018-12-06,0.125,-0.1875,-3.5,-2,-0.3125,1.5,8,"lesser",">100","Kankakee"
"2039",7,2018-12-07,-3.4375,-2.125,-9,-5.5,1.3125,3.5,7,"lesser",">100","Kankakee"
"2040",7,2018-12-08,-4.8125,-2.8125,-8.5,-5.5,2,3,6,"lesser",">100","Kankakee"
"2041",7,2018-12-09,-0.625,-0.0625,-8.5,-5.5,0.5625,3,7,"lesser",">100","Kankakee"
"2042",7,2018-12-10,-5.6875,-3.5625,-9,-5.5,2.125,3.5,7,"lesser",">100","Kankakee"
"2043",7,2018-12-11,-0.375,0.125,-7,-5.5,0.5,1.5,0,"none","none","Kankakee"
"2044",7,2018-12-12,4.25,3.875,1.5,1.5,-0.375,0,0,"none","none","Kankakee"
"2045",7,2018-12-13,1.875,2.5,-2,-1,0.625,1,0,"none","none","Kankakee"
"2046",7,2018-12-14,5.375,5,4,4,-0.375,0,0,"none","none","Kankakee"
"2047",7,2018-12-15,6.375,5.8125,1.5,2,-0.5625,0.5,0,"none","none","Kankakee"
"2048",7,2018-12-16,4.6875,5.125,-1.5,0.5,0.4375,2,0,"none","none","Kankakee"
"2049",7,2018-12-17,5.5,5.3125,0,1,-0.1875,1,0,"none","none","Kankakee"
"2050",7,2018-12-18,2.875,3.8125,-2.5,-0.5,0.9375,2,0,"none","none","Kankakee"
"2051",7,2018-12-19,4.4375,5.1875,-0.5,1,0.75,1.5,0,"none","none","Kankakee"
"2052",7,2018-12-20,7.9375,7.4375,6,5.5,-0.5,-0.5,0,"none","none","Kankakee"
"2053",7,2018-12-21,3,3.4375,1,2,0.4375,1,0,"none","none","Kankakee"
"2054",7,2018-12-22,1.25,1.9375,-1,0,0.6875,1,0,"none","none","Kankakee"
"2055",7,2018-12-23,2.9375,2.75,0.5,1.5,-0.1875,1,0,"none","none","Kankakee"
"2056",7,2018-12-24,1.4375,2.1875,-4.5,-1.5,0.75,3,0,"none","none","Kankakee"
"2057",7,2018-12-25,4.875,5.375,0.5,1,0.5,0.5,0,"none","none","Kankakee"
"2058",7,2018-12-26,4.625,5.5625,-2,0.5,0.9375,2.5,0,"none","none","Kankakee"
"2059",7,2018-12-27,6.875,6.5625,4,4,-0.3125,0,0,"none","none","Kankakee"
"2060",7,2018-12-28,4.3125,3.5,-0.5,-0.5,-0.8125,0,0,"none","none","Kankakee"
"2061",7,2018-12-29,-2.0625,-1.375,-2.5,-2,0.6875,0.5,0,"none","none","Kankakee"
"2062",7,2018-12-30,-1.6875,-0.9375,-8,-5.5,0.75,2.5,0,"none","none","Kankakee"
"2063",7,2018-12-31,3.0625,2.8125,0,1,-0.25,1,0,"none","none","Kankakee"
"2064",7,2019-01-01,1.75,1.875,0,1,0.125,1,0,"none","none","Kankakee"
"2065",7,2019-01-02,-0.3125,0.125,-1,-1,0.4375,0,0,"none","none","Kankakee"
"2066",7,2019-01-03,0.5625,1.3125,-4.5,-2.5,0.75,2,0,"none","none","Kankakee"
"2067",7,2019-01-04,5.75,4.375,-1.5,-1,-1.375,0.5,0,"none","none","Kankakee"
"2068",7,2019-01-05,6.9375,6.1875,-0.5,1,-0.75,1.5,0,"none","none","Kankakee"
"2069",7,2019-01-06,4.9375,5.125,2,2.5,0.1875,0.5,0,"none","none","Kankakee"
"2070",7,2019-01-07,9.0625,8.0625,5.5,5.5,-1,0,0,"none","none","Kankakee"
"2071",7,2019-01-08,7.0625,6.0625,3,2.5,-1,-0.5,0,"none","none","Kankakee"
"2072",7,2019-01-09,-4.1875,-3.375,-6.5,-4.5,0.8125,2,0,"none","none","Kankakee"
"2073",7,2019-01-10,-2.875,-2.3125,-8.5,-6,0.5625,2.5,0,"none","none","Kankakee"
"2074",7,2019-01-11,-2.75,-1.5625,-7,-4,1.1875,3,0,"none","none","Kankakee"
"2075",7,2019-01-12,-0.5625,-0.625,-2,-2,-0.0625,0,0,"none","none","Kankakee"
"2076",7,2019-01-13,0.5,-1.1875,-4,-4,-1.6875,0,98,"lesser",">100","Kankakee"
"2077",7,2019-01-14,-8.0625,-6.5,-14.5,-10.5,1.5625,4,87,"lesser",">100","Kankakee"
"2078",7,2019-01-15,-2.5625,-2.3125,-4,-3,0.25,1,81,"lesser",">100","Kankakee"
"2079",7,2019-01-16,1.375,0.1875,-0.5,-0.5,-1.1875,0,78,"lesser",">100","Kankakee"
"2080",7,2019-01-17,0.875,0,-1.5,-1.5,-0.875,0,73,"lesser",">100","Kankakee"
"2081",7,2019-01-18,1.125,0.5,-0.5,0,-0.625,0.5,84,"lesser",">100","Kankakee"
"2082",7,2019-01-19,-1.9375,-1.75,-3,-3,0.1875,0,85,"lesser",">100","Kankakee"
"2083",7,2019-01-20,-6,-5.75,-11.5,-9,0.25,2.5,131,"lesser",">200","Kankakee"
"2084",7,2019-01-21,-10.375,-8.75,-14,-10.5,1.625,3.5,125,"lesser",">200","Kankakee"
"2085",7,2019-01-22,-4.6875,-4.4375,-10.5,-10,0.25,0.5,96,"lesser",">100","Kankakee"
"2086",7,2019-01-23,0.0625,-0.9375,-5,-4.5,-1,0.5,76,"lesser",">100","Kankakee"
"2087",7,2019-01-24,-7.3125,-6.875,-11,-11.5,0.4375,-0.5,54,"lesser",">100","Kankakee"
"2088",7,2019-01-25,-14.3125,-11.875,-18.5,-16.5,2.4375,2,55,"lesser",">100","Kankakee"
"2089",7,2019-01-26,-12.625,-10.9375,-24,-18.5,1.6875,5.5,67,"lesser",">100","Kankakee"
"2090",7,2019-01-27,-11.0625,-10.25,-21,-15.5,0.8125,5.5,80,"lesser",">100","Kankakee"
"2091",7,2019-01-28,-5.125,-3.9375,-11,-9.5,1.1875,1.5,80,"lesser",">100","Kankakee"
"2092",7,2019-01-29,-13.25,-6.375,-18,-8.5,6.875,9.5,150,"lesser",">200","Kankakee"
"2093",7,2019-01-30,-21.9375,-11.8125,-28,-15,10.125,13,147,"lesser",">200","Kankakee"
"2094",7,2019-01-31,-20.625,-9.0625,-27,-10.5,11.5625,16.5,130,"lesser",">200","Kankakee"
"2095",7,2019-02-01,-7.9375,-4.625,-16,-6.5,3.3125,9.5,148,"lesser",">200","Kankakee"
"2096",7,2019-02-02,-2,-2.6875,-11.5,-3.5,-0.6875,8,145,"lesser",">200","Kankakee"
"2097",7,2019-02-03,4.875,2.1875,3,-0.5,-2.6875,-3.5,104,"lesser",">200","Kankakee"
"2098",7,2019-02-04,6.9375,5.375,1.5,1.5,-1.5625,0,0,"none","none","Kankakee"
"2099",7,2019-02-05,0.625,0.9375,-2,-1,0.3125,1,0,"none","none","Kankakee"
"2100",7,2019-02-06,2.75,2.375,1.5,1.5,-0.375,0,0,"none","none","Kankakee"
"2101",7,2019-02-07,2.5625,1.5625,-4.5,-5.5,-1,-1,0,"none","none","Kankakee"
"2102",7,2019-02-08,-9.25,-8.9375,-13,-11.5,0.3125,1.5,0,"none","none","Kankakee"
"2103",7,2019-02-09,-6,-5.375,-13,-10.5,0.625,2.5,0,"none","none","Kankakee"
"2104",7,2019-02-10,-2.625,-2.4375,-4.5,-3.5,0.1875,1,0,"none","none","Kankakee"
"2105",7,2019-02-11,-0.125,-0.8125,-1.5,-1.5,-0.6875,0,26,"lesser",">100","Kankakee"
"2106",7,2019-02-12,0.125,-0.8125,-3,-4,-0.9375,-1,33,"lesser",">100","Kankakee"
"2107",7,2019-02-13,-4.625,-4.5,-10,-9.5,0.125,0.5,16,"lesser",">100","Kankakee"
"2108",7,2019-02-14,4.5,3.25,-1,-0.5,-1.25,0.5,16,"lesser",">100","Kankakee"
"2109",7,2019-02-15,-4.3125,-3.5625,-10,-8,0.75,2,0,"none","none","Kankakee"
"2110",7,2019-02-16,-3.125,-2.625,-7,-6,0.5,1,0,"none","none","Kankakee"
"2111",7,2019-02-17,-2.125,-2.0625,-3.5,-3,0.0625,0.5,0,"none","none","Kankakee"
"2112",7,2019-02-18,0.4375,-0.3125,-3.5,-3,-0.75,0.5,12,"lesser",">100","Kankakee"
"2113",7,2019-02-19,-1.25,-0.375,-7,-4.5,0.875,2.5,16,"lesser",">100","Kankakee"
"2114",7,2019-02-20,1.125,0.5,-1,-1,-0.625,0,2,"lesser",">100","Kankakee"
"2115",7,2019-02-21,2,1.8125,-1,-1,-0.1875,0,34,"lesser",">100","Kankakee"
"2116",7,2019-02-22,5.0625,3.625,-3,-2,-1.4375,1,1,"lesser",">100","Kankakee"
"2117",7,2019-02-23,3.75,3.5625,2.5,2.5,-0.1875,0,0,"none","none","Kankakee"
"2118",7,2019-02-24,1.8125,0.75,-4.5,-5,-1.0625,-0.5,0,"none","none","Kankakee"
"2119",7,2019-02-25,-4.75,-3.8125,-11,-10,0.9375,1,0,"none","none","Kankakee"
"2120",7,2019-02-26,-1.75,-1.75,-4,-3.5,0,0.5,0,"none","none","Kankakee"
"2121",7,2019-02-27,-1.0625,-0.75,-3.5,-3,0.3125,0.5,0,"none","none","Kankakee"
"2122",7,2019-02-28,-2.6875,-1.75,-7.5,-6,0.9375,1.5,0,"none","none","Kankakee"
"2123",7,2019-03-01,2,0.5,-4.5,-3,-1.5,1.5,0,"none","none","Kankakee"
"2124",7,2019-03-02,1.1875,1.25,-1,-1,0.0625,0,0,"none","none","Kankakee"
"2125",7,2019-03-03,-1.5,-2.5625,-8,-7.5,-1.0625,0.5,0,"none","none","Kankakee"
"2126",7,2019-03-04,-11,-10.1875,-17,-15,0.8125,2,11,"lesser",">100","Kankakee"
"2127",7,2019-03-05,-8.3125,-7.4375,-12.5,-11,0.875,1.5,7,"lesser",">100","Kankakee"
"2128",7,2019-03-06,-4.9375,-3.875,-11,-10.5,1.0625,0.5,0,"none","none","Kankakee"
"2129",7,2019-03-07,-2.5625,-2.125,-6,-5.5,0.4375,0.5,0,"none","none","Kankakee"
"2130",7,2019-03-08,2.5625,1,-2,-2.5,-1.5625,-0.5,0,"none","none","Kankakee"
"2131",7,2019-03-09,2,1.875,-0.5,-0.5,-0.125,0,0,"none","none","Kankakee"
"2132",7,2019-03-10,3.75,2.64285714285714,1.5,1.5,-1.10714285714286,0,0,"none","none","Kankakee"
"2133",7,2019-03-11,4.4375,3.875,-1,-0.5,-0.5625,0.5,0,"none","none","Kankakee"
"2134",7,2019-03-12,3.5625,4.125,-2,-1,0.5625,1,0,"none","none","Kankakee"
"2135",7,2019-03-13,9.1875,7.8125,4.5,4,-1.375,-0.5,0,"none","none","Kankakee"
"2136",7,2019-03-14,12.5,12.125,7.5,8,-0.375,0.5,0,"none","none","Kankakee"
"2137",7,2019-03-15,3.1875,3.4375,1.5,2,0.25,0.5,0,"none","none","Kankakee"
"2138",7,2019-03-16,4.5625,4.125,-1,-1,-0.4375,0,1,"lesser",">100","Kankakee"
"2139",7,2019-03-17,4.125,4.3125,0,1,0.1875,1,0,"none","none","Kankakee"
"2140",7,2019-03-18,4.375,5.0625,-1,0,0.6875,1,6,"lesser",">100","Kankakee"
"2141",7,2019-03-19,5.9375,6.4375,-0.5,0,0.5,0.5,0,"none","none","Kankakee"
"2142",7,2019-03-20,5.6875,5.5,4,3.5,-0.1875,-0.5,0,"none","none","Kankakee"
"2143",7,2019-03-21,5.6875,5.4375,3,3.5,-0.25,0.5,0,"none","none","Kankakee"
"2144",7,2019-03-22,7.9375,7.375,1.5,2,-0.5625,0.5,0,"none","none","Kankakee"
"2145",7,2019-03-23,7.0625,7.5,-2,0,0.4375,2,0,"none","none","Kankakee"
"2146",7,2019-03-24,8,7.25,6,5,-0.75,-1,0,"none","none","Kankakee"
"2147",7,2019-03-25,8.625,8.1875,3,3.5,-0.4375,0.5,0,"none","none","Kankakee"
"2148",7,2019-03-26,8.1875,8.125,-0.5,1,-0.0625,1.5,0,"none","none","Kankakee"
"2149",7,2019-03-27,7.5,8.25,-1.5,1.5,0.75,3,0,"none","none","Kankakee"
"2150",7,2019-03-28,13.75,12.3125,7.5,6.5,-1.4375,-1,0,"none","none","Kankakee"
"2151",7,2019-03-29,11.625,11.5,8.5,8.5,-0.125,0,0,"none","none","Kankakee"
"2152",7,2019-03-30,5.8125,6.6875,3.5,5,0.875,1.5,0,"none","none","Kankakee"
"2153",7,2019-03-31,4.1875,4.625,-2.5,-1.5,0.4375,1,2,"lesser",">100","Kankakee"
"2154",7,2019-04-01,4.125,5.1875,-2.5,-0.5,1.0625,2,0,"none","none","Kankakee"
"2155",7,2019-04-02,8,7.875,2,2,-0.125,0,0,"none","none","Kankakee"
"2156",7,2019-04-03,10.125,10.875,2,2,0.75,0,0,"none","none","Kankakee"
"2157",7,2019-04-04,9.3125,9.25,7,7.5,-0.0625,0.5,0,"none","none","Kankakee"
"2158",7,2019-04-05,10,8.8125,5,5.5,-1.1875,0.5,0,"none","none","Kankakee"
"2159",7,2019-04-06,15.125,14.3125,6,6,-0.8125,0,0,"none","none","Kankakee"
"2160",7,2019-04-07,16.25,15.75,13,12,-0.5,-1,0,"none","none","Kankakee"
"2161",7,2019-04-08,19.75,19.3125,12.5,11.5,-0.4375,-1,0,"none","none","Kankakee"
"2162",7,2019-04-09,19.625,19,11.5,10.5,-0.625,-1,0,"none","none","Kankakee"
