Location,Number_Avg,Type,Date,Time,AMPM,Avg_Value,Unit
New Berlin,1,Tire,13-Jan-19,5:45,AM,-2.25,C
New Berlin,1,Tire,13-Jan-19,8:45,AM,-1.75,C
New Berlin,1,Tire,13-Jan-19,11:45,AM,-0.25,C
New Berlin,1,Tire,13-Jan-19,2:45,PM,-0.25,C
New Berlin,1,Tire,13-Jan-19,5:45,PM,-1.75,C
New Berlin,1,Tire,13-Jan-19,8:45,PM,-4.25,C
New Berlin,1,Tire,13-Jan-19,11:45,PM,-3.25,C
New Berlin,1,Tire,14-Jan-19,2:45,AM,-3.25,C
New Berlin,1,Tire,14-Jan-19,5:45,AM,-3,C
New Berlin,1,Tire,14-Jan-19,8:45,AM,-2.75,C
New Berlin,1,Tire,14-Jan-19,11:45,AM,-0.5,C
New Berlin,1,Tire,14-Jan-19,2:45,PM,1.25,C
New Berlin,1,Tire,14-Jan-19,5:45,PM,-1.75,C
New Berlin,1,Tire,14-Jan-19,8:45,PM,-2.25,C
New Berlin,1,Tire,14-Jan-19,11:45,PM,-3.25,C
New Berlin,1,Tire,15-Jan-19,2:45,AM,-3,C
New Berlin,1,Tire,15-Jan-19,5:45,AM,-2.75,C
New Berlin,1,Tire,15-Jan-19,8:45,AM,-2.25,C
New Berlin,1,Tire,15-Jan-19,11:45,AM,-1.75,C
New Berlin,1,Tire,15-Jan-19,2:45,PM,-1.75,C
New Berlin,1,Tire,15-Jan-19,5:45,PM,-1.25,C
New Berlin,1,Tire,15-Jan-19,8:45,PM,-1.25,C
New Berlin,1,Tire,15-Jan-19,11:45,PM,-0.25,C
New Berlin,1,Tire,16-Jan-19,2:45,AM,-0.25,C
New Berlin,1,Tire,16-Jan-19,5:45,AM,-2.25,C
New Berlin,1,Tire,16-Jan-19,8:45,AM,-1.75,C
New Berlin,1,Tire,16-Jan-19,11:45,AM,2,C
New Berlin,1,Tire,16-Jan-19,2:45,PM,5.5,C
New Berlin,1,Tire,16-Jan-19,5:45,PM,-3.75,C
New Berlin,1,Tire,16-Jan-19,8:45,PM,-4.25,C
New Berlin,1,Tire,16-Jan-19,11:45,PM,-4.25,C
New Berlin,1,Tire,17-Jan-19,2:45,AM,-4.25,C
New Berlin,1,Tire,17-Jan-19,5:45,AM,-3.75,C
New Berlin,1,Tire,17-Jan-19,8:45,AM,-2.25,C
New Berlin,1,Tire,17-Jan-19,11:45,AM,5,C
New Berlin,1,Tire,17-Jan-19,2:45,PM,2,C
New Berlin,1,Tire,17-Jan-19,5:45,PM,0,C
New Berlin,1,Tire,17-Jan-19,8:45,PM,-0.75,C
New Berlin,1,Tire,17-Jan-19,11:45,PM,-1.25,C
New Berlin,1,Tire,18-Jan-19,2:45,AM,-2.25,C
New Berlin,1,Tire,18-Jan-19,5:45,AM,-3.75,C
New Berlin,1,Tire,18-Jan-19,8:45,AM,-2.25,C
New Berlin,1,Tire,18-Jan-19,11:45,AM,-0.5,C
New Berlin,1,Tire,18-Jan-19,2:45,PM,-2.75,C
New Berlin,1,Tire,18-Jan-19,5:45,PM,-5.75,C
New Berlin,1,Tire,18-Jan-19,8:45,PM,-5.25,C
New Berlin,1,Tire,18-Jan-19,11:45,PM,-5,C
New Berlin,1,Tire,19-Jan-19,2:45,AM,-5,C
New Berlin,1,Tire,19-Jan-19,5:45,AM,-7.75,C
New Berlin,1,Tire,19-Jan-19,8:45,AM,-7.25,C
New Berlin,1,Tire,19-Jan-19,11:45,AM,-4.75,C
New Berlin,1,Tire,19-Jan-19,2:45,PM,-5.25,C
New Berlin,1,Tire,19-Jan-19,5:45,PM,-7.75,C
New Berlin,1,Tire,19-Jan-19,8:45,PM,-12.25,C
New Berlin,1,Tire,19-Jan-19,11:45,PM,-12.75,C
New Berlin,1,Tire,20-Jan-19,2:45,AM,-14.25,C
New Berlin,1,Tire,20-Jan-19,5:45,AM,-15.25,C
New Berlin,1,Tire,20-Jan-19,8:45,AM,-11.75,C
New Berlin,1,Tire,20-Jan-19,11:45,AM,-1,C
New Berlin,1,Tire,20-Jan-19,2:45,PM,3.25,C
New Berlin,1,Tire,20-Jan-19,5:45,PM,-12.75,C
New Berlin,1,Tire,20-Jan-19,8:45,PM,-16,C
New Berlin,1,Tire,20-Jan-19,11:45,PM,-16.25,C
New Berlin,1,Tire,21-Jan-19,2:45,AM,-17.25,C
New Berlin,1,Tire,21-Jan-19,5:45,AM,-18.25,C
New Berlin,1,Tire,21-Jan-19,8:45,AM,-13.25,C
New Berlin,1,Tire,21-Jan-19,11:45,AM,-4.25,C
New Berlin,1,Tire,21-Jan-19,2:45,PM,-7.75,C
New Berlin,1,Tire,21-Jan-19,5:45,PM,-10,C
New Berlin,1,Tire,21-Jan-19,8:45,PM,-8.75,C
New Berlin,1,Tire,21-Jan-19,11:45,PM,-7.75,C
New Berlin,1,Tire,22-Jan-19,2:45,AM,-7.25,C
New Berlin,1,Tire,22-Jan-19,5:45,AM,-7.75,C
New Berlin,1,Tire,22-Jan-19,8:45,AM,-6.75,C
New Berlin,1,Tire,22-Jan-19,11:45,AM,-5.75,C
New Berlin,1,Tire,22-Jan-19,2:45,PM,-4.25,C
New Berlin,1,Tire,22-Jan-19,5:45,PM,-3.75,C
New Berlin,1,Tire,22-Jan-19,8:45,PM,-3.75,C
New Berlin,1,Tire,22-Jan-19,11:45,PM,-4.25,C
New Berlin,1,Tire,23-Jan-19,2:45,AM,-5.25,C
New Berlin,1,Tire,23-Jan-19,5:45,AM,-5.75,C
New Berlin,1,Tire,23-Jan-19,8:45,AM,-5.25,C
New Berlin,1,Tire,23-Jan-19,11:45,AM,-1.25,C
New Berlin,1,Tire,23-Jan-19,2:45,PM,0.75,C
New Berlin,1,Tire,23-Jan-19,5:45,PM,-5.75,C
New Berlin,1,Tire,23-Jan-19,8:45,PM,-6.25,C
New Berlin,1,Tire,23-Jan-19,11:45,PM,-10.25,C
New Berlin,1,Tire,24-Jan-19,2:45,AM,-12.25,C
New Berlin,1,Tire,24-Jan-19,5:45,AM,-13.25,C
New Berlin,1,Tire,24-Jan-19,8:45,AM,-10.25,C
New Berlin,1,Tire,24-Jan-19,11:45,AM,-7,C
New Berlin,1,Tire,24-Jan-19,2:45,PM,-2.75,C
New Berlin,1,Tire,24-Jan-19,5:45,PM,-7.25,C
New Berlin,1,Tire,24-Jan-19,8:45,PM,-11.75,C
New Berlin,1,Tire,24-Jan-19,11:45,PM,-15.75,C
New Berlin,1,Tire,25-Jan-19,2:45,AM,-17.75,C
New Berlin,1,Tire,25-Jan-19,5:45,AM,-19.25,C
New Berlin,1,Tire,25-Jan-19,8:45,AM,-18.75,C
New Berlin,1,Tire,25-Jan-19,11:45,AM,-11.5,C
New Berlin,1,Tire,25-Jan-19,2:45,PM,-11.75,C
New Berlin,1,Tire,25-Jan-19,5:45,PM,-15.75,C
New Berlin,1,Tire,25-Jan-19,8:45,PM,-18.75,C
New Berlin,1,Tire,25-Jan-19,11:45,PM,-20.75,C
New Berlin,1,Tire,26-Jan-19,2:45,AM,-22.75,C
New Berlin,1,Tire,26-Jan-19,5:45,AM,-24,C
New Berlin,1,Tire,26-Jan-19,8:45,AM,-21.75,C
New Berlin,1,Tire,26-Jan-19,11:45,AM,-11.75,C
New Berlin,1,Tire,26-Jan-19,2:45,PM,-11.25,C
New Berlin,1,Tire,26-Jan-19,5:45,PM,-13.75,C
New Berlin,1,Tire,26-Jan-19,8:45,PM,-14.25,C
New Berlin,1,Tire,26-Jan-19,11:45,PM,-15.75,C
New Berlin,1,Tire,27-Jan-19,2:45,AM,-17.5,C
New Berlin,1,Tire,27-Jan-19,5:45,AM,-19,C
New Berlin,1,Tire,27-Jan-19,8:45,AM,-17.75,C
New Berlin,1,Tire,27-Jan-19,11:45,AM,-7.25,C
New Berlin,1,Tire,27-Jan-19,2:45,PM,-4.75,C
New Berlin,1,Tire,27-Jan-19,5:45,PM,-13.25,C
New Berlin,1,Tire,27-Jan-19,8:45,PM,-15.75,C
New Berlin,1,Tire,27-Jan-19,11:45,PM,-14.5,C
New Berlin,1,Tire,28-Jan-19,2:45,AM,-9.25,C
New Berlin,1,Tire,28-Jan-19,5:45,AM,-6.75,C
New Berlin,1,Tire,28-Jan-19,8:45,AM,-3.75,C
New Berlin,1,Tire,28-Jan-19,11:45,AM,-5.25,C
New Berlin,1,Tire,28-Jan-19,2:45,PM,-6.75,C
New Berlin,1,Tire,28-Jan-19,5:45,PM,-11.25,C
New Berlin,1,Tire,28-Jan-19,8:45,PM,-14.75,C
New Berlin,1,Tire,28-Jan-19,11:45,PM,-15.75,C
New Berlin,1,Tire,29-Jan-19,2:45,AM,-15.75,C
New Berlin,1,Tire,29-Jan-19,5:45,AM,-15.25,C
New Berlin,1,Tire,29-Jan-19,8:45,AM,-15.5,C
New Berlin,1,Tire,29-Jan-19,11:45,AM,-9.25,C
New Berlin,1,Tire,29-Jan-19,2:45,PM,-9.75,C
New Berlin,1,Tire,29-Jan-19,5:45,PM,-17.25,C
New Berlin,1,Tire,29-Jan-19,8:45,PM,-20.25,C
New Berlin,1,Tire,29-Jan-19,11:45,PM,-23.5,C
New Berlin,1,Tire,30-Jan-19,2:45,AM,-26,C
New Berlin,1,Tire,30-Jan-19,5:45,AM,-28,C
New Berlin,1,Tire,30-Jan-19,8:45,AM,-27.25,C
New Berlin,1,Tire,30-Jan-19,11:45,AM,-18.25,C
New Berlin,1,Tire,30-Jan-19,2:45,PM,-16,C
New Berlin,1,Tire,30-Jan-19,5:45,PM,-23.5,C
New Berlin,1,Tire,30-Jan-19,8:45,PM,-25.5,C
New Berlin,1,Tire,30-Jan-19,11:45,PM,-26.5,C
New Berlin,1,Tire,31-Jan-19,2:45,AM,-27.75,C
New Berlin,1,Tire,31-Jan-19,5:45,AM,-29.25,C
New Berlin,1,Tire,31-Jan-19,8:45,AM,-26.5,C
New Berlin,1,Tire,31-Jan-19,11:45,AM,-14.75,C
New Berlin,1,Tire,31-Jan-19,2:45,PM,-16.5,C
New Berlin,1,Tire,31-Jan-19,5:45,PM,-19.75,C
New Berlin,1,Tire,31-Jan-19,8:45,PM,-21,C
New Berlin,1,Tire,31-Jan-19,11:45,PM,-19.75,C
New Berlin,1,Tire,1-Feb-19,2:45,AM,-18.75,C
New Berlin,1,Tire,1-Feb-19,5:45,AM,-17.5,C
New Berlin,1,Tire,1-Feb-19,8:45,AM,-15,C
New Berlin,1,Tire,1-Feb-19,11:45,AM,-7.75,C
New Berlin,1,Tire,1-Feb-19,2:45,PM,-3.25,C
New Berlin,1,Tire,1-Feb-19,5:45,PM,-8.75,C
New Berlin,1,Tire,1-Feb-19,8:45,PM,-10.75,C
New Berlin,1,Tire,1-Feb-19,11:45,PM,-10.75,C
New Berlin,1,Tire,2-Feb-19,2:45,AM,-10.75,C
New Berlin,1,Tire,2-Feb-19,5:45,AM,-4.75,C
New Berlin,1,Tire,2-Feb-19,8:45,AM,-1.25,C
New Berlin,1,Tire,2-Feb-19,11:45,AM,1,C
New Berlin,1,Tire,2-Feb-19,2:45,PM,2.25,C
New Berlin,1,Tire,2-Feb-19,5:45,PM,1.75,C
New Berlin,1,Tire,2-Feb-19,8:45,PM,1.75,C
New Berlin,1,Tire,2-Feb-19,11:45,PM,2.25,C
New Berlin,1,Tire,3-Feb-19,2:45,AM,3.25,C
New Berlin,1,Tire,3-Feb-19,5:45,AM,3.75,C
New Berlin,1,Tire,3-Feb-19,8:45,AM,4.75,C
New Berlin,1,Tire,3-Feb-19,11:45,AM,5.75,C
New Berlin,1,Tire,3-Feb-19,2:45,PM,5,C
New Berlin,1,Tire,3-Feb-19,5:45,PM,4.75,C
New Berlin,1,Tire,3-Feb-19,8:45,PM,4.25,C
New Berlin,1,Tire,3-Feb-19,11:45,PM,4.75,C
New Berlin,1,Tire,4-Feb-19,2:45,AM,4.75,C
New Berlin,1,Tire,4-Feb-19,5:45,AM,5.75,C
New Berlin,1,Tire,4-Feb-19,8:45,AM,6.75,C
New Berlin,1,Tire,4-Feb-19,11:45,AM,7.25,C
New Berlin,1,Tire,4-Feb-19,2:45,PM,6.75,C
New Berlin,1,Tire,4-Feb-19,5:45,PM,3.25,C
New Berlin,1,Tire,4-Feb-19,8:45,PM,1,C
New Berlin,1,Tire,4-Feb-19,11:45,PM,-1.25,C
New Berlin,1,Tire,5-Feb-19,2:45,AM,-2.75,C
New Berlin,1,Tire,5-Feb-19,5:45,AM,-3.25,C
New Berlin,1,Tire,5-Feb-19,8:45,AM,-2.25,C
New Berlin,1,Tire,5-Feb-19,11:45,AM,-1.75,C
New Berlin,1,Tire,5-Feb-19,2:45,PM,-2.75,C
New Berlin,1,Tire,5-Feb-19,5:45,PM,-3,C
New Berlin,1,Tire,5-Feb-19,8:45,PM,-1.75,C
New Berlin,1,Tire,5-Feb-19,11:45,PM,-0.25,C
New Berlin,1,Tire,6-Feb-19,2:45,AM,-0.25,C
New Berlin,1,Tire,6-Feb-19,5:45,AM,-0.25,C
New Berlin,1,Tire,6-Feb-19,8:45,AM,-0.25,C
New Berlin,1,Tire,6-Feb-19,11:45,AM,0.25,C
New Berlin,1,Tire,6-Feb-19,2:45,PM,0.25,C
New Berlin,1,Tire,6-Feb-19,5:45,PM,-1,C
New Berlin,1,Tire,6-Feb-19,8:45,PM,-1.75,C
New Berlin,1,Tire,6-Feb-19,11:45,PM,-1.75,C
New Berlin,1,Tire,7-Feb-19,2:45,AM,-1.75,C
New Berlin,1,Tire,7-Feb-19,5:45,AM,-0.75,C
New Berlin,1,Tire,7-Feb-19,8:45,AM,0.25,C
New Berlin,1,Tire,7-Feb-19,11:45,AM,0.75,C
New Berlin,1,Tire,7-Feb-19,2:45,PM,1.5,C
New Berlin,1,Tire,7-Feb-19,5:45,PM,-0.75,C
New Berlin,1,Tire,7-Feb-19,8:45,PM,-7.75,C
New Berlin,1,Tire,7-Feb-19,11:45,PM,-10.5,C
New Berlin,1,Tire,8-Feb-19,2:45,AM,-11.5,C
New Berlin,1,Tire,8-Feb-19,5:45,AM,-12.75,C
New Berlin,1,Tire,8-Feb-19,8:45,AM,-12.25,C
New Berlin,1,Tire,8-Feb-19,11:45,AM,-5,C
New Berlin,1,Tire,8-Feb-19,2:45,PM,-2.5,C
New Berlin,1,Tire,8-Feb-19,5:45,PM,-11.25,C
New Berlin,1,Tire,8-Feb-19,8:45,PM,-12.75,C
New Berlin,1,Tire,8-Feb-19,11:45,PM,-13.75,C
New Berlin,1,Tire,9-Feb-19,2:45,AM,-15.25,C
New Berlin,1,Tire,9-Feb-19,5:45,AM,-16.25,C
New Berlin,1,Tire,9-Feb-19,8:45,AM,-10.25,C
New Berlin,1,Tire,9-Feb-19,11:45,AM,-2.75,C
New Berlin,1,Tire,9-Feb-19,2:45,PM,-1,C
New Berlin,1,Tire,9-Feb-19,5:45,PM,-6.75,C
New Berlin,1,Tire,9-Feb-19,8:45,PM,-7.75,C
New Berlin,1,Tire,9-Feb-19,11:45,PM,-8.25,C
New Berlin,1,Tire,10-Feb-19,2:45,AM,-6.75,C
New Berlin,1,Tire,10-Feb-19,5:45,AM,-5.75,C
New Berlin,1,Tire,10-Feb-19,8:45,AM,-4.25,C
New Berlin,1,Tire,10-Feb-19,11:45,AM,-2,C
New Berlin,1,Tire,10-Feb-19,2:45,PM,-2.25,C
New Berlin,1,Tire,10-Feb-19,5:45,PM,-3.25,C
New Berlin,1,Tire,10-Feb-19,8:45,PM,-3.25,C
New Berlin,1,Tire,10-Feb-19,11:45,PM,-2.75,C
New Berlin,1,Tire,11-Feb-19,2:45,AM,-2.75,C
New Berlin,1,Tire,11-Feb-19,5:45,AM,-3.25,C
New Berlin,1,Tire,11-Feb-19,8:45,AM,-3.25,C
New Berlin,1,Tire,11-Feb-19,11:45,AM,-2.25,C
New Berlin,1,Tire,11-Feb-19,2:45,PM,-2.25,C
New Berlin,1,Tire,11-Feb-19,5:45,PM,-1.75,C
New Berlin,1,Tire,11-Feb-19,8:45,PM,-1.75,C
New Berlin,1,Tire,11-Feb-19,11:45,PM,-2.25,C
New Berlin,1,Tire,12-Feb-19,2:45,AM,-2.25,C
New Berlin,1,Tire,12-Feb-19,5:45,AM,-1.75,C
New Berlin,1,Tire,12-Feb-19,8:45,AM,-1.25,C
New Berlin,1,Tire,12-Feb-19,11:45,AM,1.25,C
New Berlin,1,Tire,12-Feb-19,2:45,PM,0.75,C
New Berlin,1,Tire,12-Feb-19,5:45,PM,-1.75,C
New Berlin,1,Tire,12-Feb-19,8:45,PM,-4.25,C
New Berlin,1,Tire,12-Feb-19,11:45,PM,-5.75,C
New Berlin,1,Tire,13-Feb-19,2:45,AM,-5.75,C
New Berlin,1,Tire,13-Feb-19,5:45,AM,-6.75,C
New Berlin,1,Tire,13-Feb-19,8:45,AM,-6.25,C
New Berlin,1,Tire,13-Feb-19,11:45,AM,0,C
New Berlin,1,Tire,13-Feb-19,2:45,PM,2.25,C
New Berlin,1,Tire,13-Feb-19,5:45,PM,-1.75,C
New Berlin,1,Tire,13-Feb-19,8:45,PM,-5.75,C
New Berlin,1,Tire,13-Feb-19,11:45,PM,-6.25,C
New Berlin,1,Tire,14-Feb-19,2:45,AM,-6.25,C
New Berlin,1,Tire,14-Feb-19,5:45,AM,-4.25,C
New Berlin,1,Tire,14-Feb-19,8:45,AM,-1.5,C
New Berlin,1,Tire,14-Feb-19,11:45,AM,5,C
New Berlin,1,Tire,14-Feb-19,2:45,PM,4.75,C
New Berlin,1,Tire,14-Feb-19,5:45,PM,2.25,C
New Berlin,1,Tire,14-Feb-19,8:45,PM,1,C
New Berlin,1,Tire,14-Feb-19,11:45,PM,-2.75,C
New Berlin,1,Tire,15-Feb-19,2:45,AM,-7.75,C
New Berlin,1,Tire,15-Feb-19,5:45,AM,-11.75,C
New Berlin,1,Tire,15-Feb-19,8:45,AM,-8.25,C
New Berlin,1,Tire,15-Feb-19,11:45,AM,6.75,C
New Berlin,1,Tire,15-Feb-19,2:45,PM,4,C
New Berlin,1,Tire,15-Feb-19,5:45,PM,-7.75,C
New Berlin,1,Tire,15-Feb-19,8:45,PM,-10.25,C
New Berlin,1,Tire,15-Feb-19,11:45,PM,-11.25,C
New Berlin,1,Tire,16-Feb-19,2:45,AM,-12.75,C
New Berlin,1,Tire,16-Feb-19,5:45,AM,-13.75,C
New Berlin,1,Tire,16-Feb-19,8:45,AM,-4.5,C
New Berlin,1,Tire,16-Feb-19,11:45,AM,5.25,C
New Berlin,1,Tire,16-Feb-19,2:45,PM,-0.5,C
New Berlin,1,Tire,16-Feb-19,5:45,PM,-3.75,C
New Berlin,1,Tire,16-Feb-19,8:45,PM,-3.75,C
New Berlin,1,Tire,16-Feb-19,11:45,PM,-3.25,C
New Berlin,1,Tire,17-Feb-19,2:45,AM,-3.75,C
New Berlin,1,Tire,17-Feb-19,5:45,AM,-3.75,C
New Berlin,1,Tire,17-Feb-19,8:45,AM,-3.5,C
New Berlin,1,Tire,17-Feb-19,11:45,AM,-2.5,C
New Berlin,1,Tire,17-Feb-19,2:45,PM,-2.75,C
New Berlin,1,Tire,17-Feb-19,5:45,PM,-3.75,C
New Berlin,1,Tire,17-Feb-19,8:45,PM,-4.75,C
New Berlin,1,Tire,17-Feb-19,11:45,PM,-5.25,C
New Berlin,1,Tire,18-Feb-19,2:45,AM,-5.25,C
New Berlin,1,Tire,18-Feb-19,5:45,AM,-6.25,C
New Berlin,1,Tire,18-Feb-19,8:45,AM,-3.25,C
New Berlin,1,Tire,18-Feb-19,11:45,AM,15.5,C
New Berlin,1,Tire,18-Feb-19,2:45,PM,12.25,C
New Berlin,1,Tire,18-Feb-19,5:45,PM,-3,C
New Berlin,1,Tire,18-Feb-19,8:45,PM,-7.75,C
New Berlin,1,Tire,18-Feb-19,11:45,PM,-11.75,C
New Berlin,1,Tire,19-Feb-19,2:45,AM,-13.75,C
New Berlin,1,Tire,19-Feb-19,5:45,AM,-14.75,C
New Berlin,1,Tire,19-Feb-19,8:45,AM,-8.25,C
New Berlin,1,Tire,19-Feb-19,11:45,AM,6.25,C
New Berlin,1,Tire,19-Feb-19,2:45,PM,6.5,C
New Berlin,1,Tire,19-Feb-19,5:45,PM,-3.25,C
New Berlin,1,Tire,19-Feb-19,8:45,PM,-4.25,C
New Berlin,1,Tire,19-Feb-19,11:45,PM,-3.75,C
New Berlin,1,Tire,20-Feb-19,2:45,AM,-2.25,C
New Berlin,1,Tire,20-Feb-19,5:45,AM,-2.25,C
New Berlin,1,Tire,20-Feb-19,8:45,AM,-1.25,C
New Berlin,1,Tire,20-Feb-19,11:45,AM,-0.5,C
New Berlin,1,Tire,20-Feb-19,2:45,PM,0.25,C
New Berlin,1,Tire,20-Feb-19,5:45,PM,0.25,C
New Berlin,1,Tire,20-Feb-19,8:45,PM,0.5,C
New Berlin,1,Tire,20-Feb-19,11:45,PM,-0.25,C
New Berlin,1,Tire,21-Feb-19,2:45,AM,-3.75,C
New Berlin,1,Tire,21-Feb-19,5:45,AM,-5.75,C
New Berlin,1,Tire,21-Feb-19,8:45,AM,-1.75,C
New Berlin,1,Tire,21-Feb-19,11:45,AM,7.5,C
New Berlin,1,Tire,21-Feb-19,2:45,PM,8.5,C
New Berlin,1,Tire,21-Feb-19,5:45,PM,-1.5,C
New Berlin,1,Tire,21-Feb-19,8:45,PM,-4.5,C
New Berlin,1,Tire,21-Feb-19,11:45,PM,-7.25,C
New Berlin,1,Tire,22-Feb-19,2:45,AM,-9.25,C
New Berlin,1,Tire,22-Feb-19,5:45,AM,-10.25,C
New Berlin,1,Tire,22-Feb-19,8:45,AM,-2.75,C
New Berlin,1,Tire,22-Feb-19,11:45,AM,8.75,C
New Berlin,1,Tire,22-Feb-19,2:45,PM,15.75,C
New Berlin,1,Tire,22-Feb-19,5:45,PM,0,C
New Berlin,1,Tire,22-Feb-19,8:45,PM,-0.75,C
New Berlin,1,Tire,22-Feb-19,11:45,PM,-0.25,C
New Berlin,1,Tire,23-Feb-19,2:45,AM,0.75,C
New Berlin,1,Tire,23-Feb-19,5:45,AM,0.25,C
New Berlin,1,Tire,23-Feb-19,8:45,AM,0.5,C
New Berlin,1,Tire,23-Feb-19,11:45,AM,0.25,C
New Berlin,1,Tire,23-Feb-19,2:45,PM,0.5,C
New Berlin,1,Tire,23-Feb-19,5:45,PM,0.75,C
New Berlin,1,Tire,23-Feb-19,8:45,PM,0.75,C
New Berlin,1,Tire,23-Feb-19,11:45,PM,2.25,C
New Berlin,1,Tire,24-Feb-19,2:45,AM,3.25,C
New Berlin,1,Tire,24-Feb-19,5:45,AM,1,C
New Berlin,1,Tire,24-Feb-19,8:45,AM,-0.25,C
New Berlin,1,Tire,24-Feb-19,11:45,AM,-0.75,C
New Berlin,1,Tire,24-Feb-19,2:45,PM,1.25,C
New Berlin,1,Tire,24-Feb-19,5:45,PM,-3.75,C
New Berlin,1,Tire,24-Feb-19,8:45,PM,-7.25,C
New Berlin,1,Tire,24-Feb-19,11:45,PM,-9.75,C
New Berlin,1,Tire,25-Feb-19,2:45,AM,-12.25,C
New Berlin,1,Tire,25-Feb-19,5:45,AM,-13.25,C
New Berlin,1,Tire,25-Feb-19,8:45,AM,-9.25,C
New Berlin,1,Tire,25-Feb-19,11:45,AM,-2.5,C
New Berlin,1,Tire,25-Feb-19,2:45,PM,-1.25,C
New Berlin,1,Tire,25-Feb-19,5:45,PM,-8.25,C
New Berlin,1,Tire,25-Feb-19,8:45,PM,-9.75,C
New Berlin,1,Tire,25-Feb-19,11:45,PM,-10.25,C
New Berlin,1,Tire,26-Feb-19,2:45,AM,-10.25,C
New Berlin,1,Tire,26-Feb-19,5:45,AM,-10.75,C
New Berlin,1,Tire,26-Feb-19,8:45,AM,-9.75,C
New Berlin,1,Tire,26-Feb-19,11:45,AM,-4.75,C
New Berlin,1,Tire,26-Feb-19,2:45,PM,-6.75,C
New Berlin,1,Tire,26-Feb-19,5:45,PM,-8.25,C
New Berlin,1,Tire,26-Feb-19,8:45,PM,-7.75,C
New Berlin,1,Tire,26-Feb-19,11:45,PM,-6.25,C
New Berlin,1,Tire,27-Feb-19,2:45,AM,-5.75,C
New Berlin,1,Tire,27-Feb-19,5:45,AM,-5.75,C
New Berlin,1,Tire,27-Feb-19,8:45,AM,-3.75,C
New Berlin,1,Tire,27-Feb-19,11:45,AM,3.75,C
New Berlin,1,Tire,27-Feb-19,2:45,PM,2.25,C
New Berlin,1,Tire,27-Feb-19,5:45,PM,-7.25,C
New Berlin,1,Tire,27-Feb-19,8:45,PM,-10.25,C
New Berlin,1,Tire,27-Feb-19,11:45,PM,-11.75,C
New Berlin,1,Tire,28-Feb-19,2:45,AM,-12.75,C
New Berlin,1,Tire,28-Feb-19,5:45,AM,-13.25,C
New Berlin,1,Tire,28-Feb-19,8:45,AM,-7.75,C
New Berlin,1,Tire,28-Feb-19,11:45,AM,0.25,C
New Berlin,1,Tire,28-Feb-19,2:45,PM,-0.25,C
New Berlin,1,Tire,28-Feb-19,5:45,PM,-4.25,C
New Berlin,1,Tire,28-Feb-19,8:45,PM,-6.25,C
New Berlin,1,Tire,28-Feb-19,11:45,PM,-7.25,C
New Berlin,1,Tire,1-Mar-19,2:45,AM,-6.75,C
New Berlin,1,Tire,1-Mar-19,5:45,AM,-6.25,C
New Berlin,1,Tire,1-Mar-19,8:45,AM,-3.75,C
New Berlin,1,Tire,1-Mar-19,11:45,AM,-0.5,C
New Berlin,1,Tire,1-Mar-19,2:45,PM,1.75,C
New Berlin,1,Tire,1-Mar-19,5:45,PM,-2.25,C
New Berlin,1,Tire,1-Mar-19,8:45,PM,-2.75,C
New Berlin,1,Tire,1-Mar-19,11:45,PM,-3.75,C
New Berlin,1,Tire,2-Mar-19,2:45,AM,-3.75,C
New Berlin,1,Tire,2-Mar-19,5:45,AM,-4.25,C
New Berlin,1,Tire,2-Mar-19,8:45,AM,-1,C
New Berlin,1,Tire,2-Mar-19,11:45,AM,5.5,C
New Berlin,1,Tire,2-Mar-19,2:45,PM,4,C
New Berlin,1,Tire,2-Mar-19,5:45,PM,-2,C
New Berlin,1,Tire,2-Mar-19,8:45,PM,-4.25,C
New Berlin,1,Tire,2-Mar-19,11:45,PM,-5.25,C
New Berlin,1,Tire,3-Mar-19,2:45,AM,-7.25,C
New Berlin,1,Tire,3-Mar-19,5:45,AM,-8.75,C
New Berlin,1,Tire,3-Mar-19,8:45,AM,-5.75,C
New Berlin,1,Tire,3-Mar-19,11:45,AM,9.75,C
New Berlin,1,Tire,3-Mar-19,2:45,PM,9,C
New Berlin,1,Tire,3-Mar-19,5:45,PM,-8.75,C
New Berlin,1,Tire,3-Mar-19,8:45,PM,-12.75,C
New Berlin,1,Tire,3-Mar-19,11:45,PM,-15.25,C
New Berlin,1,Tire,4-Mar-19,2:45,AM,-18,C
New Berlin,1,Tire,4-Mar-19,5:45,AM,-19.25,C
New Berlin,1,Tire,4-Mar-19,8:45,AM,-12,C
New Berlin,1,Tire,4-Mar-19,11:45,AM,1.25,C
New Berlin,1,Tire,4-Mar-19,2:45,PM,-3.5,C
New Berlin,1,Tire,4-Mar-19,5:45,PM,-12.25,C
New Berlin,1,Tire,4-Mar-19,8:45,PM,-14.25,C
New Berlin,1,Tire,4-Mar-19,11:45,PM,-14.25,C
New Berlin,1,Tire,5-Mar-19,2:45,AM,-13.75,C
New Berlin,1,Tire,5-Mar-19,5:45,AM,-14.5,C
New Berlin,1,Tire,5-Mar-19,8:45,AM,-8.75,C
New Berlin,1,Tire,5-Mar-19,11:45,AM,9,C
New Berlin,1,Tire,5-Mar-19,2:45,PM,3.75,C
New Berlin,1,Tire,5-Mar-19,5:45,PM,-7.75,C
New Berlin,1,Tire,5-Mar-19,8:45,PM,-10.75,C
New Berlin,1,Tire,5-Mar-19,11:45,PM,-12.25,C
